10.82299 , 43.88999 , "IT Radar fixe IT 100"
14.32738 , 40.96458 , "IT Radar fixe IT 100"
11.17426 , 43.81807 , "IT Radar fixe IT 100"
11.22953 , 44.0838 , "IT Radar fixe IT 100"
11.1825 , 43.81303 , "IT Radar fixe IT 100"
11.20142 , 44.20769 , "IT Radar fixe IT 100"
11.20831 , 44.06839 , "IT Radar fixe IT 100"
11.20851 , 44.06152 , "IT Radar fixe IT 100"
11.20944 , 44.13874 , "IT Radar fixe IT 100"
11.20948 , 44.14743 , "IT Radar fixe IT 100"
11.2166 , 44.05366 , "IT Radar fixe IT 100"
11.21829 , 44.07418 , "IT Radar fixe IT 100"
11.22295 , 44.01575 , "IT Radar fixe IT 100"
11.23068 , 44.04602 , "IT Radar fixe IT 100"
12.61206 , 41.8479 , "IT Radar fixe IT 100"
14.31859 , 40.89604 , "IT Radar fixe IT 100"
14.31879 , 40.88068 , "IT Radar fixe IT 100"
14.32035 , 40.90914 , "IT Radar fixe IT 100"
11.21889 , 44.00621 , "IT Radar fixe IT 100"
14.32553 , 40.94084 , "IT Radar fixe IT 100"
